O radioamador pode permitir que um terceiro não radioamador utilize sua estação em sua presença e sob sua responsabilidade?	Certo	_uso_por_terceiros_não_radioamadores		
O COER (Certificado de Operador de Estação de Radioamador) é transferível para outros membros da família?	Errado	_classes_de_operador_e_requisitos_de_idade		
A Classe C é o nível de entrada do radioamadorismo, com exames de técnica, ética, legislação e eletrônica básica?	Certo	_classes_de_operador_e_requisitos_de_idade		
A idade mínima para ingressar na Classe C de radioamadorismo é de 10 anos?	Certo	_classes_de_operador_e_requisitos_de_idade		
O acesso a todas as faixas e condições de operação é concedido ao operador da Classe A?	Certo	_classes_de_operador_e_requisitos_de_idade		
A progressão da Classe B para a Classe A é automática após um ano, sem necessidade de novos testes?	Errado	_exigências_de_promoção_de_classe		
Associações de radioamadores e entidades de defesa civil podem receber autorização para execução do serviço de radioamador?	Certo	_quem_pode_receber_autorização_para_execução_do_serviço_de_radioamador		
Se a estação de radioamador pertencer a uma pessoa jurídica, o responsável técnico deve ser obrigatoriamente Classe A?	Certo	_quem_pode_receber_autorização_para_execução_do_serviço_de_radioamador		
Os limites de potência e faixas de frequências são determinados pela classe do operador que está no controle da estação?	Certo	_regras_de_operação_conforme_a_classe_do_coer		
A transmissão simultânea em mais de uma faixa de frequências é permitida para a divulgação de boletins informativos de associações?	Certo	_regras_de_operação_conforme_a_classe_do_coer		
Compete à Anatel a atribuição dos indicativos de chamada para o serviço de radioamador no Brasil?	Certo	_atribuição_de_indicativos_efetivos		
"O grupo de letras ""SOS"" pode ser livremente utilizado como sufixo em um indicativo de chamada efetivo?"	Errado	_atribuição_de_indicativos_efetivos		
A vacância de um indicativo de chamada por falecimento do titular ocorre no mesmo dia em que a Anatel processa a baixa?	Certo	_atribuição_de_indicativos_efetivos		
Indicativos especiais são destinados ao uso cotidiano e regular do radioamador?	Errado	_indicativos_especiais		
Um indicativo especial é vinculado a um evento específico e possui período de validade definido?	Certo	_indicativos_especiais		
A IARP permite a operação temporária de radioamadores brasileiros em estados membros da CITEL signatários da convenção?	Certo	_permissão_internacional_de_radioamador_iarpcitel		
A IARP possui validade indeterminada enquanto o radioamador possuir o COER?	Errado	_permissão_internacional_de_radioamador_iarpcitel		
Para requerer a IARP, o radioamador brasileiro deve possuir uma licença de estação móvel regular?	Certo	_permissão_internacional_de_radioamador_iarpcitel		
Radioamadores estrangeiros de países com acordo de reciprocidade podem operar no Brasil sem necessidade de COER?	Certo	_permissão_internacional_de_radioamador_iarpcitel		
O radioamador brasileiro habilitado apenas em outro país não precisa prestar exames para ser habilitado no Brasil?	Errado	_permissão_internacional_de_radioamador_iarpcitel		
Todos os equipamentos de telecomunicações em uso no Brasil devem ser certificados ou homologados pela Anatel?	Certo	_regra_geral_equipamentos_certificados_e_homologados		
Equipamentos de fabricação caseira para uso no radioamadorismo estão dispensados de qualquer tipo de homologação?	Errado	_regra_geral_equipamentos_certificados_e_homologados		
A homologação acompanha o equipamento durante toda a sua vida útil?	Certo	_regra_geral_equipamentos_certificados_e_homologados		
Estações repetidoras podem operar em qualquer frequência da faixa de rádio sem restrições?	Errado	_estações_repetidoras		
Uma estação repetidora deve identificar seu indicativo de chamada automaticamente em intervalos não superiores a uma hora?	Certo	_estações_repetidoras		
O uso continuado de uma estação repetidora não deve exceder 10 minutos sem uma pausa no sinal recebido?	Certo	_estações_repetidoras		
O acesso às estações repetidoras pode ser codificado para restringir a comunicação apenas a membros de um clube?	Errado	_estações_repetidoras		
A faixa de 60 metros (5 MHz) é permitida para uso por radioamadores de todas as classes?	Errado	_faixa_de_60_metros_5_3515_a_5_3665_khz		
A frequência 146,520 MHz é a Frequência Nacional de Chamada na faixa de 2 metros (VHF)?	Certo	_frequência_nacional_de_chamada_vhf2_metros		
O limite de potência média na saída do transmissor para a Classe A é de até 1.500 W?	Certo	_potência_média_na_saída_do_transmissor_por_classe		
O limite de potência média na saída do transmissor para a Classe C é de até 1.000 W?	Errado	_potência_média_na_saída_do_transmissor_por_classe		
Na faixa de 60 metros, o limite máximo de e.i.r.p. é de 25 W?	Certo	_limites_de_e_i_r_p_em_faixas_específicas		
A certificação de equipamentos é um processo técnico realizado por Organismos de Certificação Designados (OCD)?	Certo	_certificação		
A homologação é o ato administrativo da Anatel que autoriza a comercialização e o uso de produtos?	Certo	_homologação		
Equipamentos industriais de radioamadorismo devem estar homologados para serem utilizados legalmente no Brasil?	Certo	_regra_geral_equipamentos_certificados_e_homologados		
Caso uma estação cause interferência prejudicial, o radioamador é obrigado a interromper a transmissão imediatamente?	Certo	_responsabilidade_dos_detentores_de_outorga		
Para fins de fiscalização, o radioamador deve tener à disposição o COER e a licença da estação?	Certo	_responsabilidade_dos_detentores_de_outorga		
Comunicações de emergência têm prioridade sobre qualquer outra aplicação do serviço de radioamador?	Certo	_comunicações_emergenciais_e_prioridade		
É permitida a operação de estação de radioamador sem qualquer tipo de identificação?	Errado	_indicativos_e_identificação_das_estações		
O indicativo de chamada deve ser transmitido, preferencialmente, nos 10 minutos anteriores ou posteriores à hora cheia?	Certo	_indicativos_e_identificação_das_estações		
A Anatel é vinculada ao Ministério da Ciência e Tecnologia?	Errado	_quem_organiza_e_fiscaliza_os_serviços_de_telecomunicações		
O radioamadorismo é considerado um serviço de interesse coletivo de exploração comercial?	Errado	_exploração_por_particulares		
O serviço de radioamador incentiva a formação de redes de comunicação para auxílio em casos de desastres?	Certo	_regulamento_de_rádio_rr_da_união_internacional_de_telecomunicações_uit		
Menores de 18 anos podem ingressar na Classe B decorridos dois anos da expedição do COER Classe C?	Certo	_exigências_de_promoção_de_classe		
O PPDUR é o preço público pago pelo direito de uso de radiofrequência?	Certo	_exigências_de_promoção_de_classe		
Uma estação fixa é aquela operada em movimento ou em locais variados?	Errado	_tipos_de_estação		
A transmissão de sinais para medição de emissões pode ser feita de forma unilateral por repetidoras?	Certo	_estações_repetidoras		
O uso de carga fantasma é obrigatório para ajustes de transmissor?	Certo	_regra_geral_equipamentos_certificados_e_homologados		
"O sufixo ""DDD"" é permitido em indicativos de chamada de radioamadores?"	Errado	_atribuição_de_indicativos_efetivos		
A série de indicativos PPA a PYZ é atribuída ao Brasil pela UIT?	Certo	_plano_de_faixas_para_a_região_2_da_união_internacional_de_radioamadores_iaru		
O COER é o Certificado de Operador de Estação de Radioamador?	Certo	_classes_de_operador_e_requisitos_de_idade		
A LGT é a Lei Geral de Telecomunicações (Lei 9.472/1997)?	Certo	_conceitos_fundamentais_da_lei_geral_de_telecomunicações_lgtlei_9_4721997		
O regulamento proíbe a transmissão de músicas ou entretenimento no serviço de radioamador?	Certo		disable	sem correspondência
A potência máxima de uma estação repetidora é definida pela Anatel?	Certo		disable	sem correspondência
Radioamadores da Classe B têm acesso à faixa de 60 metros?	Errado	_faixa_de_60_metros_5_3515_a_5_3665_khz		
A identificação das estações deve ocorrer no mínimo a cada hora?	Certo	_indicativos_e_identificação_das_estações		
A Anatel atua como órgão regulador das telecomunicações no Brasil?	Certo	_quem_organiza_e_fiscaliza_os_serviços_de_telecomunicações		
O radioamadorismo é um serviço de telecomunicações de interesse restrito?	Certo	_o_serviço_de_radioamador		
O prazo da autorização do serviço deve constar na licença de funcionamento da estação?	Certo	_licença_de_estação		
A repetidora pode manter sua emissão por até 5 segundos após o desaparecimento do sinal de entrada?	Certo	_estações_repetidoras		
A Região 1 da IARU inclui as Américas?	Errado	_plano_de_faixas_para_a_região_2_da_união_internacional_de_radioamadores_iaru		
O radioamadorismo é considerado um laboratório de pesquisas em telecomunicações?	Certo	_o_serviço_de_radioamador		
